ID,Set,District,Block,CropTillageDate,CropTillageDepth,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,TransIrriCost_per_Acre,StandingWater,Ganaura,Ganaura_per_Acre,CropOrgFYM,CropOrgFYM_per_Acre,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalDAP_per_Acre,BasalUrea,BasalUrea_per_Acre,MineralFertAppMethod,1tdUrea,1tdUrea_per_Acre,1appDaysUrea,2tdUrea,2tdUrea_per_Acre,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_date,Harv_hand_rent,Harv_hand_rent_per_Acre,Threshing_date,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,Yield,Yield_per_Acre,LandPrepMethod_TractorPlough,LandPrepMethod_FourWheelTracRotavator,LandPrepMethod_WetTillagePuddling,LandPrepMethod_BullockPlough,LandPrepMethod_Other,NursDetFactor_CalendarDate,NursDetFactor_PreMonsoonShowers,NursDetFactor_IrrigWaterAvailability,NursDetFactor_LabourAvailability,NursDetFactor_SeedAvailability,TransDetFactor_LabourAvailability,TransDetFactor_CalendarDate,TransDetFactor_RainArrival,TransDetFactor_IrrigWaterAvailability,TransDetFactor_SeedlingAge,CropbasalFerts_Urea,CropbasalFerts_DAP,CropbasalFerts_Other,CropbasalFerts_NPK,CropbasalFerts_MoP,CropbasalFerts_NPKS,CropbasalFerts_SSP,CropbasalFerts_None,FirstTopDressFert_Urea,FirstTopDressFert_DAP,FirstTopDressFert_NPK,FirstTopDressFert_NPKS,FirstTopDressFert_SSP,FirstTopDressFert_Other,OrgFertilizers_Ganaura,OrgFertilizers_FYM,OrgFertilizers_VermiCompost,OrgFertilizers_Pranamrit,OrgFertilizers_Ghanajeevamrit,OrgFertilizers_Jeevamrit,OrgFertilizers_PoultryManure,Nb_of_NaN,k2label,k3label,k4label,k5label
ID_J0X3K8DOSPYN,test,Jamui,Jamui,2022-07-06,4,Manual_PuddledRandom,2022-07-12,2022-08-02,4.0,4.0,Boring,Electric,400.0,1466.6666666666667,1.0,3.0,11.0,0.0,,Broadcasting,2,20.0,73.33333333333334,20.0,73.33333333333334,Broadcasting,15.0,55.00000000000001,15.0,0.0,,,Broadcasting,hand,2022-11-10,300.0,1100.0,2023-01-12,machine,26,10,plowed_in_soil,0.2727272727272727,,,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,B,B,C
ID_VGQJ4WYJJBAT,test,Nalanda,Noorsarai,2022-07-06,4,LineSowingAfterTillage,2022-06-18,2022-07-08,,2.0,Boring,Electric,120.0,640.0,2.0,0.0,,0.0,,,1,6.0,32.0,12.0,64.0,Broadcasting,0.0,,,0.0,,,,hand,2022-11-29,300.0,1600.0,2023-01-06,machine,22,10,plowed_in_soil,0.1875,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,A,B,A,B
ID_FHRVJDWVEWZK,test,Gaya,Gurua,2022-07-04,8,Manual_PuddledRandom,2022-07-04,2022-08-09,3.0,,Canal,,,,,2.0,6.75,0.0,,SoilApplied,2,16.0,54.0,0.0,,SoilApplied,16.0,54.0,45.0,0.0,,,Broadcasting,hand,2022-12-04,600.0,2025.0,2023-01-18,machine,25,10,plowed_in_soil,0.2962962962962963,,,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9,A,A,A,A
ID_YFDZZ7FAT8H7,test,Nalanda,Rajgir,2022-07-05,5,Manual_PuddledRandom,2022-06-19,2022-07-19,2.0,5.0,Boring,Electric,150.0,480.0,8.0,1.0,3.2,0.0,,SoilApplied,2,15.0,48.0,5.0,16.0,Broadcasting,20.0,64.0,40.0,0.0,,,Broadcasting,hand,2022-11-27,900.0,2880.0,2022-12-31,machine,25,10,plowed_in_soil,0.3125,,,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_ZW6ZATUAC5CC,test,Nalanda,Rajgir,2022-07-20,5,Manual_PuddledRandom,2022-06-25,2022-07-23,1.0,14.0,Boring,Electric,175.0,800.0,4.0,10.0,45.71428571428572,0.0,,SoilApplied,2,10.0,45.71428571428572,0.0,,Broadcasting,10.0,45.71428571428572,21.0,0.0,,,Broadcasting,hand,2022-12-10,490.0,2240.0,2023-03-15,machine,25,10,plowed_in_soil,0.21875,,,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4,A,A,A,A
ID_W0BWKL5E7PYH,test,Nalanda,Noorsarai,2022-07-20,4,Manual_PuddledRandom,2022-06-22,2022-07-23,2.0,14.0,Boring,Electric,450.0,654.5454545454545,2.0,0.0,,0.0,,,2,22.0,32.0,44.0,64.0,Broadcasting,44.0,64.0,29.0,0.0,,,Broadcasting,hand,2022-11-15,90.0,130.9090909090909,2023-01-24,machine,24,10,plowed_in_soil,0.6875,,,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,A,A,A,B
ID_9DJGFL3PX533,test,Jamui,Khaira,2022-07-19,3,Manual_PuddledRandom,2022-06-26,2022-07-27,3.0,2.0,Canal,,,,10.0,0.0,,0.0,,,1,10.0,36.66666666666667,0.0,,Broadcasting,0.0,,,0.0,,,,hand,2022-11-24,150.0,550.0,2022-12-20,hand,28,10,plowed_in_soil,0.2727272727272727,,,True,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,A,B,B,B
ID_NYXDVDMQO20V,test,Jamui,Jamui,2022-07-22,4,Manual_PuddledRandom,2022-06-16,2022-07-25,4.0,5.0,Boring,Electric,1000.0,2200.0000000000005,3.0,0.0,,0.0,,,3,0.0,,0.0,,Broadcasting,2.0,4.4,30.0,1.0,2.2,60.0,Broadcasting,hand,2022-11-26,90.0,198.00000000000003,2023-01-27,hand,29,10,plowed_in_soil,0.4545454545454545,,,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,5,B,C,C,D
ID_J9R96PPZPO32,test,Nalanda,Rajgir,2022-07-20,6,Manual_PuddledRandom,2022-06-26,2022-07-22,1.0,,,,,,5.0,15.0,34.285714285714285,0.0,,SoilApplied,2,21.0,48.0,14.0,32.0,Broadcasting,10.0,22.857142857142858,30.0,0.0,,,Broadcasting,hand,2022-11-18,980.0,2240.0,2023-03-17,machine,25,10,plowed_in_soil,0.4375,,,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,8,A,A,A,A
ID_03SHDKQD95XF,test,Vaishali,Mahua,2022-06-30,5,Manual_PuddledRandom,2022-06-15,2022-07-15,2.0,1.0,Boring,Diesel,150.0,1650.0000000000002,2.0,0.0,,3.0,33.00000000000001,SoilApplied,2,10.0,110.0,0.0,,SoilApplied,8.0,88.00000000000001,35.0,0.0,,,Broadcasting,hand,2022-10-05,0.0,,2022-10-15,hand,28,10,plowed_in_soil,0.0909090909090909,,,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5,A,A,A,A
ID_9UYFG0NC9QTM,test,Nalanda,Noorsarai,2022-07-09,4,Manual_PuddledRandom,2022-06-22,2022-07-13,1.0,4.0,Boring,Electric,200.0,640.0,3.0,0.0,,0.0,,,2,0.0,,10.0,32.0,Broadcasting,20.0,64.0,32.0,0.0,,,Broadcasting,hand,2022-11-01,500.0,1600.0,2023-01-16,machine,2,10,plowed_in_soil,0.3125,,,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,A,A,A,B
ID_PR26C0RSQ89H,test,Nalanda,Noorsarai,2022-07-11,5,Manual_PuddledRandom,2022-06-20,2022-08-12,2.0,4.0,Boring,Electric,200.0,640.0,2.0,0.0,,10.0,32.0,SoilApplied,2,0.0,,15.0,48.0,Broadcasting,20.0,64.0,21.0,0.0,,,Broadcasting,machine,2022-11-14,0.0,,2022-11-14,machine,25,40,plowed_in_soil,0.3125,,,True,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,5,A,A,A,B
ID_KOOC7HGDZA0H,test,Nalanda,Rajgir,2022-07-13,2,Manual_PuddledRandom,2022-06-20,2022-07-16,2.0,5.0,Boring,Electric,150.0,400.0,4.0,2.0,5.333333333333333,0.0,,SoilApplied,2,18.0,48.0,6.0,16.0,Broadcasting,16.0,42.66666666666666,45.0,0.0,,,Broadcasting,hand,2022-11-06,9600.0,25600.0,2022-12-03,hand,21,10,plowed_in_soil,0.375,,,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_218WMH65G8WU,test,Nalanda,Rajgir,2022-07-16,5,Manual_PuddledRandom,2022-06-23,2022-07-18,2.0,5.0,Boring,Electric,150.0,480.0,4.0,1.0,3.2,0.0,,SoilApplied,2,15.0,48.0,5.0,16.0,Broadcasting,15.0,48.0,45.0,0.0,,,Broadcasting,hand,2022-11-16,900.0,2880.0,2022-12-14,machine,21,10,plowed_in_soil,0.3125,,,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_PRAU2EMQM87U,test,Gaya,Gurua,2022-06-20,5,Manual_PuddledRandom,2022-06-21,2022-07-21,2.0,6.0,Boring,Electric,120.0,540.0,3.0,1.0,4.5,50.0,225.0,Broadcasting,2,6.0,27.0,0.0,,Broadcasting,6.0,27.0,25.0,0.0,,,Broadcasting,hand,2022-12-05,700.0,3150.0,2022-12-10,hand,30,10,plowed_in_soil,0.2222222222222222,,,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,3,A,A,A,A
ID_D6ZOJRHT0A7H,test,Jamui,Khaira,2022-07-22,4,Manual_PuddledRandom,2022-06-30,2022-07-25,2.0,2.0,Canal,,,,4.0,0.0,,0.0,,,3,7.0,30.8,0.0,,Broadcasting,10.0,43.99999999999999,25.0,5.0,22.0,63.0,Broadcasting,hand,2022-11-04,150.0,659.9999999999999,2022-12-14,machine,25,10,plowed_in_soil,0.2272727272727273,,,True,False,False,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,A,A,A,A
ID_CITJ0RJ9ZAOC,test,Jamui,Khaira,2022-07-20,4,Manual_PuddledRandom,2022-07-03,2022-07-28,4.0,,,,,,5.0,0.0,,3.0,6.600000000000001,SoilApplied,3,0.0,,0.0,,Broadcasting,15.0,33.00000000000001,25.0,10.0,22.000000000000004,68.0,Broadcasting,hand,2022-11-02,130.0,286.00000000000006,2022-12-09,hand,25,10,plowed_in_soil,0.4545454545454545,,,True,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,8,A,A,A,A
ID_TP5RXW7QXP2O,test,Nalanda,Noorsarai,2022-07-04,4,Manual_PuddledRandom,2022-06-18,2022-07-07,2.0,3.0,Boring,Electric,600.0,640.0,4.0,0.0,,0.0,,,2,30.0,32.0,0.0,,SoilApplied,60.0,64.0,10.0,0.0,,,Broadcasting,hand,2022-10-28,2400.0,2560.0,2022-12-20,machine,25,10,plowed_in_soil,0.9375,,,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,A,A,A,B
ID_AZNDXJTYSGDF,test,Vaishali,Mahua,2022-06-29,5,Manual_PuddledRandom,2022-06-25,2022-07-25,2.0,2.0,Boring,Diesel,200.0,1466.6666666666663,20.0,0.0,,0.0,,,2,15.0,109.99999999999996,10.0,73.33333333333331,SoilApplied,10.0,73.33333333333331,35.0,0.0,,,Broadcasting,hand,2022-10-15,250.0,1833.3333333333328,2022-10-25,hand,28,10,plowed_in_soil,0.1363636363636364,,,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,A,A,A,A
ID_78WJNL0RRA6U,test,Nalanda,Rajgir,2022-07-21,3,Manual_PuddledRandom,2022-06-24,2022-07-23,2.0,10.0,Boring,Electric,500.0,1333.3333333333333,,0.0,,0.0,,,2,20.0,53.333333333333336,20.0,53.333333333333336,Broadcasting,20.0,53.333333333333336,42.0,0.0,,,Broadcasting,hand,2022-11-12,210.0,560.0,2022-12-12,hand,28,10,plowed_in_soil,0.375,,,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,A,A,A,B
ID_TM6VWF7REIS6,test,Jamui,Khaira,2022-07-23,4,Manual_PuddledLine,2022-07-31,2022-08-02,1.0,3.0,Boring,Diesel,400.0,550.0,3.0,0.0,,3.0,4.125,SoilApplied,3,16.0,22.0,0.0,,Broadcasting,18.0,24.75,25.0,18.0,24.75,65.0,Broadcasting,hand,2022-12-01,1200.0,1650.0,2022-12-16,hand,21,10,plowed_in_soil,0.7272727272727273,,,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_X3TVNO4XNHN5,test,Jamui,Jamui,2022-07-30,4,Manual_PuddledRandom,2022-06-18,2022-08-02,4.0,5.0,Boring,Electric,1000.0,2200.0000000000005,3.0,5.0,11.000000000000002,0.0,,Broadcasting,3,0.0,,0.0,,Broadcasting,2.0,4.4,30.0,1.0,2.2,60.0,Broadcasting,hand,2022-11-29,90.0,198.00000000000003,2023-01-31,hand,30,10,plowed_in_soil,0.4545454545454545,,,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,3,B,C,C,D
ID_3TDSR1D7HQ8T,test,Jamui,Jamui,2022-07-05,4,Manual_PuddledRandom,2022-07-11,2022-08-02,3.0,4.0,Boring,Electric,200.0,550.0000000000001,1.0,3.0,8.250000000000002,0.0,,Broadcasting,2,10.0,27.500000000000004,10.0,27.500000000000004,Broadcasting,0.0,,,0.0,,,Broadcasting,hand,2022-11-23,500.0,1375.0000000000002,2023-01-25,machine,27,10,plowed_in_soil,0.3636363636363636,,,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,5,A,B,B,C
ID_82ZSQZQGLY1Y,test,Jamui,Khaira,2022-07-26,3,Manual_PuddledRandom,2022-06-21,2022-08-02,3.0,2.0,Canal,,,,9.0,0.0,,0.0,,,1,7.0,30.8,11.0,48.4,Broadcasting,0.0,,,0.0,,,,hand,2022-11-15,100.0,440.0,2023-01-01,machine,28,10,plowed_in_soil,0.2272727272727273,,,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,A,B,B,B
ID_8OKP01595X94,test,Vaishali,Chehrakala,2022-07-19,2,Manual_PuddledRandom,2022-07-26,2022-08-16,1.0,2.0,Boring,Electric,400.0,2200.0000000000005,2.0,1.0,5.500000000000001,0.0,,SoilApplied,2,8.0,44.00000000000001,8.0,44.00000000000001,Broadcasting,8.0,44.00000000000001,15.0,0.0,,,Broadcasting,hand,2022-10-30,900.0,4950.000000000001,2022-11-05,machine,26,10,plowed_in_soil,0.1818181818181818,,,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_2OKINRRT0XL1,test,Jamui,Khaira,2022-07-21,4,Manual_PuddledLine,2022-07-03,2022-08-08,1.0,3.0,Boring,Electric,250.0,275.0,20.0,0.0,,3.0,3.3,SoilApplied,3,20.0,22.0,0.0,,Broadcasting,20.0,22.0,25.0,25.0,27.5,65.0,Broadcasting,hand,2022-12-02,2500.0,2749.9999999999995,2022-12-22,hand,21,10,plowed_in_soil,0.9090909090909092,,,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_DA98EJU0NT76,test,Gaya,Gurua,2022-06-29,6,Manual_PuddledRandom,2022-06-21,2022-08-11,1.0,8.0,Boring,Electric,180.0,607.5,2.0,1.0,3.375,1.0,3.375,SoilApplied,2,8.0,27.0,0.0,,Broadcasting,8.0,27.0,45.0,0.0,,,Broadcasting,hand,2022-12-30,700.0,2362.5,2023-01-25,hand,30,10,plowed_in_soil,0.2962962962962963,,,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,3,A,A,A,A
ID_V17R17KYCDG3,test,Nalanda,Noorsarai,2022-07-15,5,Manual_PuddledRandom,2022-06-24,2022-07-16,3.0,4.0,Boring,Electric,200.0,640.0,1.0,0.0,,0.0,,,2,0.0,,20.0,64.0,Broadcasting,10.0,32.0,20.0,0.0,,,Broadcasting,machine,2022-11-18,0.0,,2022-11-18,machine,30,40,plowed_in_soil,0.3125,,,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7,A,A,A,B
ID_OM42UEJQR618,test,Gaya,Wazirganj,2022-06-30,4,Manual_PuddledRandom,2022-06-21,2022-07-22,1.0,4.0,Boring,Electric,80.0,720.0,4.0,4.0,36.0,0.0,,SoilApplied,2,3.0,27.0,3.0,27.0,Broadcasting,3.0,27.0,22.0,0.0,,,Broadcasting,hand,2022-10-21,300.0,2700.0,2022-11-26,machine,25,10,plowed_in_soil,0.1111111111111111,,,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,A,A,A,B
ID_646D2KBLNLC2,test,Jamui,Jamui,2022-08-11,4,Manual_PuddledRandom,2022-07-18,2022-08-17,8.0,4.0,Boring,Electric,400.0,2933.3333333333326,2.0,0.0,,0.0,,,1,8.0,58.66666666666665,8.0,58.66666666666665,Broadcasting,0.0,,,0.0,,,,hand,2022-11-10,300.0,2199.999999999999,2023-01-22,machine,25,10,plowed_in_soil,0.1363636363636364,,,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,A,B,B,B
ID_9RU7QWS0WIDP,test,Gaya,Gurua,2022-07-28,4,Manual_PuddledRandom,2022-06-24,2022-07-29,2.0,5.0,Boring,Electric,150.0,405.00000000000006,3.0,1.0,2.7000000000000006,0.0,,SoilApplied,2,10.0,27.000000000000007,0.0,,Broadcasting,10.0,27.000000000000007,35.0,0.0,,,Broadcasting,hand,2022-11-16,120.0,324.00000000000006,2022-12-24,hand,30,10,plowed_in_soil,0.3703703703703703,,,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4,A,A,A,A
ID_PFFCHUW5O67L,test,Nalanda,Rajgir,2022-07-06,6,Manual_PuddledRandom,2022-06-15,2022-07-09,1.0,5.0,Boring,Electric,200.0,800.0,2.0,0.0,,18.0,72.0,SoilApplied,2,12.0,48.0,0.0,,Broadcasting,14.0,56.0,26.0,0.0,,,Broadcasting,hand,2022-12-06,500.0,2000.0,2023-03-10,machine,25,10,plowed_in_soil,0.25,,,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,A,A,A,A
ID_ZSV9TC0UW5CK,test,Gaya,Gurua,2022-07-21,6,Manual_PuddledRandom,2022-06-24,2022-07-28,3.0,,,,,,,1.0,5.4,0.0,,SoilApplied,2,5.0,27.0,0.0,,SoilApplied,3.0,16.2,46.0,0.0,,,Broadcasting,hand,2022-11-25,120.0,647.9999999999999,2022-12-06,hand,28,10,plowed_in_soil,0.1851851851851852,,,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,10,A,A,A,A
ID_MSYLCULH22KD,test,Vaishali,Mahua,2022-07-08,5,Manual_PuddledRandom,2022-06-25,2022-07-15,2.0,3.0,Canal,Electric,,,5.0,0.0,,5.0,22.0,SoilApplied,2,25.0,110.0,0.0,,SoilApplied,15.0,66.0,35.0,0.0,,,Broadcasting,hand,2022-10-25,600.0,2639.9999999999995,2022-10-25,hand,28,10,plowed_in_soil,0.2272727272727273,,,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,6,A,A,A,A
ID_6ZA9ROTCTCTY,test,Jamui,Khaira,2022-07-22,4,Manual_PuddledRandom,2022-07-04,2022-08-02,1.0,2.0,Boring,Diesel,150.0,659.9999999999999,1.0,0.0,,0.0,,SoilApplied,3,5.0,22.0,0.0,,Broadcasting,5.0,22.0,25.0,5.0,22.0,65.0,Broadcasting,hand,2022-12-01,400.0,1759.9999999999998,2022-12-22,hand,22,10,plowed_in_soil,0.2272727272727273,,,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3,A,A,A,A
ID_L0J7MCL12NR4,test,Vaishali,Chehrakala,2022-07-21,5,Manual_PuddledRandom,2022-07-05,2022-08-01,1.0,4.0,Boring,Diesel,800.0,4400.000000000001,2.0,2.0,11.000000000000002,0.0,,SoilApplied,1,0.0,,15.0,82.50000000000001,Broadcasting,0.0,,,0.0,,,,hand,2022-10-20,200.0,1100.0000000000002,2022-10-28,hand,23,10,plowed_in_soil,0.1818181818181818,,,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7,A,A,A,B
ID_SCDUXWEDL6C6,test,Jamui,Jamui,2022-07-29,4,Manual_PuddledRandom,2022-06-19,2022-08-02,4.0,5.0,Boring,Electric,1000.0,2200.0000000000005,3.0,6.0,13.200000000000005,0.0,,Broadcasting,3,0.0,,0.0,,Broadcasting,2.0,4.4,30.0,2.0,4.4,60.0,Broadcasting,hand,2022-11-28,90.0,198.00000000000003,2023-02-12,hand,29,10,plowed_in_soil,0.4545454545454545,,,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,3,B,C,C,D
ID_7QHVYN5YJYAP,test,Vaishali,Mahua,2022-06-28,5,Manual_PuddledRandom,2022-07-01,2022-07-25,2.0,1.0,Boring,Diesel,,,2.0,0.0,,0.0,,,1,12.0,132.00000000000003,0.0,,Broadcasting,0.0,,,0.0,,,,hand,2022-10-25,150.0,1650.0000000000002,2022-10-25,hand,30,10,plowed_in_soil,0.0909090909090909,,,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,A,A,A,B
ID_AUT5E4W1IF34,test,Jamui,Khaira,2022-06-25,4,Manual_PuddledLine,2022-07-02,2022-08-03,2.0,3.0,Boring,Diesel,350.0,592.3076923076923,2.0,0.0,,3.0,5.076923076923077,SoilApplied,3,13.0,22.0,0.0,,Broadcasting,15.0,25.384615384615383,23.0,15.0,25.384615384615383,65.0,Broadcasting,hand,2022-12-01,1200.0,2030.7692307692307,2022-12-15,hand,21,10,plowed_in_soil,0.5909090909090909,,,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,A,A,A,A
ID_7JO0TQWT9W8K,test,Gaya,Gurua,2022-07-20,8,Manual_PuddledLine,2022-06-29,2022-08-01,2.0,2.0,Boring,Electric,100.0,540.0,2.0,1.0,5.4,1.0,5.4,SoilApplied,1,5.0,27.0,0.0,,Broadcasting,0.0,,,0.0,,,,hand,2022-11-18,120.0,647.9999999999999,2022-12-28,hand,30,10,plowed_in_soil,0.1851851851851852,,,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,6,A,A,A,A
ID_3UUBOUNG1CH8,test,Vaishali,Mahua,2022-07-13,4,Manual_PuddledRandom,2022-07-13,2022-08-12,1.0,2.0,Boring,Electric,300.0,3300.0000000000005,2.0,0.0,,0.0,,,3,5.0,55.00000000000001,0.0,,SoilApplied,4.0,44.00000000000001,42.0,4.0,44.00000000000001,75.0,Broadcasting,hand,2022-11-01,400.0,4400.000000000001,2022-11-10,hand,30,10,plowed_in_soil,0.0909090909090909,,,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,A,A,A,A
ID_4Z5JFK9VF762,test,Jamui,Jamui,2022-07-19,4,Manual_PuddledRandom,2022-06-27,2022-07-21,17.0,8.0,Boring,Electric,800.0,5866.666666666665,2.0,0.0,,0.0,,,1,17.0,124.66666666666664,17.0,124.66666666666664,Broadcasting,0.0,,,0.0,,,,hand,2022-11-15,300.0,2199.999999999999,2022-12-30,machine,28,10,plowed_in_soil,0.1363636363636364,,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8,A,B,B,B
ID_3Z9LB1PGHP96,test,Jamui,Jamui,2022-07-24,4,Manual_PuddledRandom,2022-06-16,2022-07-27,4.0,5.0,Boring,Electric,1000.0,2200.0000000000005,4.0,4.0,8.8,0.0,,Broadcasting,3,0.0,,0.0,,Broadcasting,2.0,4.4,30.0,1.0,2.2,60.0,Broadcasting,hand,2022-11-29,90.0,198.00000000000003,2023-02-04,hand,29,10,plowed_in_soil,0.4545454545454545,,,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,3,B,C,C,D
ID_D0X7IDGN74GR,test,Nalanda,Rajgir,2022-07-08,5,Manual_PuddledRandom,2022-06-25,2022-07-09,2.0,3.0,Boring,Electric,150.0,800.0,7.0,0.0,,0.0,,,2,6.0,32.0,12.0,64.0,Broadcasting,6.0,32.0,36.0,0.0,,,Broadcasting,hand,2022-11-02,500.0,2666.6666666666665,2022-11-29,machine,25,10,plowed_in_soil,0.1875,,,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5,A,A,A,B
